id_venta,fecha_venta,id_cliente,nombre_cliente,edad,ciudad,region,canal_venta,cantidad,precio_unitario_clp,total_venta_clp,monto_compra
12965,09-03-2023,1336,Marcelo Meza,36,santiago,Región Metropolitana de Santiago,Web,4,784704,3138816,544934.0
12969,09-03-2023,1325,Daniela Zúñiga,42,valparaíso,Región de Valparaíso,Tienda,1,680030,680030,544934.0
12970,09-03-2023,2885,Eusebio Leiva,19,santiago,Región Metropolitana de Santiago,App,2,151127,302254,544934.0
12971,09-03-2023,3531,Andrés Seguel,29,concepción,Región del Biobío,Tienda,2,690450,1380900,544934.0
12972,09-03-2023,1160,Luis Olea,34,santiago,Región Metropolitana de Santiago,Tienda,3,1037091,3111273,544934.0
12973,09-03-2023,3331,Angélica Rivera,34,valparaíso,Región de Valparaíso,Web,3,30490,91470,544934.0
12975,09-03-2023,3265,Luis Arriagada,34,santiago,Región Metropolitana de Santiago,Tienda,1,765475,765475,544934.0
12976,09-03-2023,978,Simón Maldonado,24,rancagua,Región del Libertador General Bernardo O'Higgins,Web,1,1196469,1196469,146283.0
12977,09-03-2023,2620,Patricia Riveros,25,rancagua,Región del Libertador General Bernardo O'Higgins,App,1,1129631,1129631,544934.0
12979,09-03-2023,1885,Constanza Lara,56,puerto montt,Región de los Lagos,Tienda,2,754601,1509202,544934.0
12980,09-03-2023,5965,Jorge López,27,rancagua,Región del Libertador General Bernardo O'Higgins,Web,2,65771,131542,544934.0
12981,09-03-2023,15,Juana González,33,concepción,Región del Biobío,Web,2,621683,1243366,263642.0
12982,09-03-2023,796,Carmen Carrasco,27,la serena,Región de Coquimbo,App,4,796830,3187320,884912.0
12983,09-03-2023,1417,Yesenia Pardo,34,santiago,Región Metropolitana de Santiago,App,2,365523,731046,544934.0
12984,09-03-2023,110,Carla Gutiérrez,18,rancagua,Región del Libertador General Bernardo O'Higgins,Web,4,243995,975980,169282.0
12985,09-03-2023,3340,Eduardo Henríquez,25,santiago,Región Metropolitana de Santiago,App,4,154185,616740,544934.0
12987,09-03-2023,5783,Francisca Morales,48,concepción,Región del Biobío,Tienda,4,683355,2733420,544934.0
12988,09-03-2023,2736,Nelly Cortés,26,rancagua,Región del Libertador General Bernardo O'Higgins,Web,3,477229,1431687,544934.0
12990,09-03-2023,1900,Jessica Alvarado,35,concepción,Región del Biobío,Web,2,765150,1530300,544934.0
12991,10-03-2023,2140,Valentina Aravena,47,valparaíso,Región de Valparaíso,Web,2,1034809,2069618,544934.0
12994,10-03-2023,2889,Hugo Troncoso,22,valparaíso,Región de Valparaíso,Tienda,2,746579,1493158,544934.0
12997,10-03-2023,3629,Daniela Martínez,20,antofagasta,Región de Antofagasta,App,4,590388,2361552,544934.0
12999,10-03-2023,909,Micaela Jaramillo,27,valparaíso,Región de Valparaíso,Web,3,711911,2135733,333481.0
13000,10-03-2023,782,Teresa Jorquera,44,puerto montt,Región de los Lagos,Web,3,1098282,3294846,588452.0
13001,10-03-2023,4674,Ignacio Troncoso,29,la serena,Región de Coquimbo,Tienda,4,48174,192696,544934.0
13002,10-03-2023,1354,Claudio Tobar,50,santiago,Región Metropolitana de Santiago,Tienda,3,63073,189219,544934.0
13003,10-03-2023,4481,Rose López,28,santiago,Región Metropolitana de Santiago,App,2,1111754,2223508,544934.0
13006,10-03-2023,5594,Cecilia Rojas,25,valparaíso,Región de Valparaíso,App,4,713786,2855144,544934.0
13007,10-03-2023,4174,Sergio Manríquez,20,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,1,23743,23743,544934.0
13008,10-03-2023,2853,Fernanda González,79,santiago,Región Metropolitana de Santiago,Tienda,1,861568,861568,544934.0
13009,10-03-2023,3193,Ana González,32,santiago,Región Metropolitana de Santiago,Tienda,4,714026,2856104,544934.0
13010,10-03-2023,5120,Johan Vargas,25,valparaíso,Región de Valparaíso,Web,4,18362,73448,544934.0
13012,10-03-2023,3614,Jaime Quezada,34,valparaíso,Región de Valparaíso,App,1,1195732,1195732,544934.0
13013,10-03-2023,1135,Juan Melo,52,puerto montt,Región de los Lagos,Tienda,4,862600,3450400,544934.0
13016,10-03-2023,1247,Inés Cisternas,29,santiago,Región Metropolitana de Santiago,Web,4,364571,1458284,544934.0
13018,10-03-2023,5553,Raúl Villablanca,57,santiago,Región Metropolitana de Santiago,Tienda,3,122073,366219,544934.0
13020,10-03-2023,1922,Carlos Cortés,50,concepción,Región del Biobío,Web,4,51639,206556,544934.0
13021,11-03-2023,2944,Juana Ruiz,19,rancagua,Región del Libertador General Bernardo O'Higgins,Web,4,681062,2724248,544934.0
13023,11-03-2023,5309,María Ahumada,34,concepción,Región del Biobío,Web,3,711255,2133765,544934.0
13024,11-03-2023,3791,Dylan Vargas,28,rancagua,Región del Libertador General Bernardo O'Higgins,Web,1,864701,864701,544934.0
13025,11-03-2023,2673,Estefany Guajardo,49,santiago,Región Metropolitana de Santiago,Tienda,1,36998,36998,544934.0
13026,11-03-2023,4134,Irma Molina,45,santiago,Región Metropolitana de Santiago,Web,1,1046593,1046593,544934.0
13027,11-03-2023,3462,Gladys Cornejo,36,la serena,Región de Coquimbo,Tienda,3,1001508,3004524,544934.0
13028,11-03-2023,5658,Daniela Jara,35,santiago,Región Metropolitana de Santiago,Tienda,4,292209,1168836,544934.0
13029,11-03-2023,5102,Teresa Ortiz,26,la serena,Región de Coquimbo,Web,4,548136,2192544,544934.0
13030,11-03-2023,3182,Martin Arévalo,26,valparaíso,Región de Valparaíso,App,3,892455,2677365,544934.0
13033,11-03-2023,2674,Wilma Guzmán,60,puerto montt,Región de los Lagos,App,4,238228,952912,544934.0
13034,11-03-2023,263,Miguel Paz,30,santiago,Región Metropolitana de Santiago,App,1,1012890,1012890,226076.0
13035,11-03-2023,2425,Thomas Navarrete,38,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,2,446069,892138,544934.0
13036,11-03-2023,3266,Benjamín Orellana,34,la serena,Región de Coquimbo,Web,3,987303,2961909,544934.0
13037,11-03-2023,4869,María Gutiérrez,30,temuco,Región de la Araucanía,App,4,916714,3666856,544934.0
13039,11-03-2023,5196,Sofía Ojeda,45,viña del mar,Región de Valparaíso,Tienda,2,981908,1963816,544934.0
13040,11-03-2023,5664,Catalina Martínez,24,santiago,Región Metropolitana de Santiago,Web,2,344421,688842,544934.0
13041,11-03-2023,315,Piero Chacón,33,temuco,Región de la Araucanía,App,3,686128,2058384,852382.0
13044,11-03-2023,4391,Marcela Cortés,29,antofagasta,Región de Antofagasta,App,2,1088751,2177502,544934.0
13045,11-03-2023,2906,Félix Guajardo,22,santiago,Región Metropolitana de Santiago,Web,4,578249,2312996,544934.0
13046,11-03-2023,199,Isabel Vásquez,39,santiago,Región Metropolitana de Santiago,Tienda,4,442711,1770844,898378.0
13049,11-03-2023,3708,Marcelo Vilches,39,la serena,Región de Coquimbo,App,2,809858,1619716,544934.0
13050,11-03-2023,3576,Carlos Morales,31,temuco,Región de la Araucanía,Web,1,622806,622806,544934.0
13051,12-03-2023,4711,Leonardo Flores,26,antofagasta,Región de Antofagasta,App,1,576487,576487,544934.0
13052,12-03-2023,1463,Diego Muñoz,34,santiago,Región Metropolitana de Santiago,Web,2,39299,78598,544934.0
13053,12-03-2023,5066,María Rojas,29,valparaíso,Región de Valparaíso,App,2,1100454,2200908,544934.0
13057,12-03-2023,3737,Nury Vergara,45,temuco,Región de la Araucanía,Tienda,2,1005472,2010944,544934.0
13058,12-03-2023,3207,Amanda Quintana,26,concepción,Región del Biobío,Web,2,219216,438432,544934.0
13059,12-03-2023,202,Ángela Bravo,51,la serena,Región de Coquimbo,Web,4,921448,3685792,175726.0
13060,12-03-2023,4063,Joaquín Meza,50,santiago,Región Metropolitana de Santiago,Tienda,1,425404,425404,544934.0
13062,12-03-2023,1973,Tomás González,34,la serena,Región de Coquimbo,Tienda,2,190903,381806,544934.0
13063,12-03-2023,5023,Cristian Aguilera,45,talca,Región del Maule,Tienda,3,978604,2935812,544934.0
13064,12-03-2023,2109,Felipe Espinoza,20,concepción,Región del Biobío,Tienda,1,227194,227194,544934.0
13065,12-03-2023,3040,Claudio Cáceres,53,valparaíso,Región de Valparaíso,Tienda,3,379532,1138596,544934.0
13069,12-03-2023,3132,Rosa Machuca,33,santiago,Región Metropolitana de Santiago,Web,4,768390,3073560,544934.0
13070,12-03-2023,2755,Richard Zúñiga,45,viña del mar,Región de Valparaíso,Web,1,1175449,1175449,544934.0
13071,12-03-2023,5436,Joaquín Soto,34,santiago,Región Metropolitana de Santiago,Tienda,3,699560,2098680,544934.0
13072,12-03-2023,5621,Ángel Bastías,26,santiago,Región Metropolitana de Santiago,App,3,679884,2039652,544934.0
13074,12-03-2023,2685,Laura Arriagada,24,santiago,Región Metropolitana de Santiago,App,4,814076,3256304,544934.0
13075,12-03-2023,596,Margarita Godoy,34,santiago,Región Metropolitana de Santiago,Tienda,2,387730,775460,526565.0
13076,12-03-2023,4097,Sonia Burgos,50,viña del mar,Región de Valparaíso,Tienda,1,161112,161112,544934.0
13077,12-03-2023,4824,Christian Moreno,45,talca,Región del Maule,Tienda,1,139743,139743,544934.0
13079,12-03-2023,3157,Alexis Gómez,34,santiago,Región Metropolitana de Santiago,Tienda,1,385916,385916,544934.0
13082,13-03-2023,2081,María Lucero,63,viña del mar,Región de Valparaíso,Tienda,2,972470,1944940,544934.0
13083,13-03-2023,750,Carlos Albornoz,41,antofagasta,Región de Antofagasta,Tienda,3,197249,591747,661814.0
13084,13-03-2023,698,Margarita Garcés,24,concepción,Región del Biobío,Web,4,406917,1627668,623114.0
13086,13-03-2023,945,Norma Maureira,40,santiago,Región Metropolitana de Santiago,Web,2,237131,474262,285779.0
13087,13-03-2023,1325,Daniela Zúñiga,42,valparaíso,Región de Valparaíso,Tienda,3,690424,2071272,544934.0
13088,13-03-2023,3138,Viviana Oyarzo,34,santiago,Región Metropolitana de Santiago,Tienda,1,106103,106103,544934.0
13090,13-03-2023,1334,Elba Albornoz,23,santiago,Región Metropolitana de Santiago,Web,1,972504,972504,544934.0
13091,13-03-2023,1345,Luis Moraga,22,santiago,Región Metropolitana de Santiago,Web,1,1094712,1094712,544934.0
13092,13-03-2023,5015,Katherine Ramírez,34,concepción,Región del Biobío,Tienda,2,684911,1369822,544934.0
13093,13-03-2023,1349,José González,35,santiago,Región Metropolitana de Santiago,Tienda,1,463935,463935,544934.0
13095,13-03-2023,2559,Luis Vergara,33,santiago,Región Metropolitana de Santiago,App,3,1154518,3463554,544934.0
13096,13-03-2023,874,Camila Solar,41,santiago,Región Metropolitana de Santiago,Tienda,4,1198135,4627197,467861.0
13097,13-03-2023,5928,Felipe Rodríguez,34,concepción,Región del Biobío,Web,2,1156021,2312042,544934.0
13098,13-03-2023,2506,Carolina Pizarro,67,santiago,Región Metropolitana de Santiago,Tienda,2,1065304,2130608,544934.0
13099,13-03-2023,1115,Paulino Núñez,55,talca,Región del Maule,Tienda,4,481792,1927168,544934.0
13101,13-03-2023,1036,Javier Vargas,34,valparaíso,Región de Valparaíso,Tienda,1,1053270,1053270,544934.0
13102,13-03-2023,3532,Anita Norambuena,20,viña del mar,Región de Valparaíso,Web,3,169653,508959,544934.0
13103,13-03-2023,2203,Rafael Rojas,43,santiago,Región Metropolitana de Santiago,App,2,875716,1751432,544934.0
13107,13-03-2023,3753,Arturo González,52,antofagasta,Región de Antofagasta,Tienda,4,232915,931660,544934.0
13108,13-03-2023,5027,Carmen Fuentes,34,concepción,Región del Biobío,Web,1,608746,608746,544934.0
13110,13-03-2023,5223,Renato Ortiz,34,santiago,Región Metropolitana de Santiago,Web,3,36583,109749,544934.0
13111,14-03-2023,1733,Trinidad Maldonado,34,antofagasta,Región de Antofagasta,App,3,47313,141939,544934.0
13112,14-03-2023,4773,Wilson Madariaga,61,antofagasta,Región de Antofagasta,Tienda,3,1087523,3262569,544934.0
13114,14-03-2023,2730,Baltazar Cáceres,33,antofagasta,Región de Antofagasta,App,2,392024,784048,544934.0
13116,14-03-2023,4164,Luis Abarca,37,concepción,Región del Biobío,App,2,462939,925878,544934.0
13117,14-03-2023,3651,Berta Guzmán,37,valparaíso,Región de Valparaíso,Tienda,2,546901,1093802,544934.0
13118,14-03-2023,3640,Martín Moraga,37,santiago,Región Metropolitana de Santiago,Web,3,233270,699810,544934.0
13120,14-03-2023,836,Fernanda González,36,valparaíso,Región de Valparaíso,Tienda,4,285189,1140756,477033.0
13121,14-03-2023,3144,Florencio Zavala,49,talca,Región del Maule,Tienda,4,475120,1900480,544934.0
13122,14-03-2023,1165,Mauricio Lara,26,valparaíso,Región de Valparaíso,App,4,348405,1393620,544934.0
13123,14-03-2023,591,Juan Calderón,18,santiago,Región Metropolitana de Santiago,App,3,99370,298110,224944.0
13126,14-03-2023,317,Alan Figueroa,24,concepción,Región del Biobío,Tienda,2,798959,1597918,468058.0
13128,14-03-2023,5238,Juan Carrasco,37,talca,Región del Maule,Web,1,124303,124303,544934.0
13129,14-03-2023,4125,Sabina Pérez,64,talca,Región del Maule,Web,1,1149826,1149826,544934.0
13130,14-03-2023,4298,María Duarte,34,la serena,Región de Coquimbo,Web,2,863190,1726380,544934.0
13132,14-03-2023,5792,Angélica Becerra,22,santiago,Región Metropolitana de Santiago,App,2,902197,1804394,544934.0
13135,14-03-2023,1365,Luis Torres,46,talca,Región del Maule,Web,2,12753,25506,544934.0
13137,14-03-2023,474,Camila Carreño,57,santiago,Región Metropolitana de Santiago,Tienda,3,929165,2787495,902029.0
13139,14-03-2023,4372,Claudio Medina,34,viña del mar,Región de Valparaíso,Web,4,1147849,4591396,544934.0
13140,14-03-2023,1481,Martha Soto,18,la serena,Región de Coquimbo,Web,2,905541,1811082,544934.0
13141,15-03-2023,2254,Alejandro Fernández,58,la serena,Región de Coquimbo,Web,3,1082680,3248040,544934.0
13143,15-03-2023,2757,Ramón López,48,talca,Región del Maule,App,4,223911,895644,544934.0
13144,15-03-2023,1055,Elvis Altamirano,37,concepción,Región del Biobío,Web,1,1054555,1054555,544934.0
13145,15-03-2023,1392,Camilo Flores,54,santiago,Región Metropolitana de Santiago,Tienda,4,1133500,4534000,544934.0
13148,15-03-2023,5488,Pamela Muñoz,28,concepción,Región del Biobío,App,3,1127692,3383076,544934.0
13149,15-03-2023,2269,Laura Tello,60,concepción,Región del Biobío,Tienda,1,1131318,1131318,544934.0
13150,15-03-2023,935,Paulina Gallegos,54,concepción,Región del Biobío,Tienda,3,233966,701898,254511.0
13151,15-03-2023,3737,Nury Vergara,45,temuco,Región de la Araucanía,Web,1,851769,851769,544934.0
13153,15-03-2023,5671,Ana Alarcón,49,puerto montt,Región de los Lagos,Tienda,3,994887,2984661,544934.0
13154,15-03-2023,5647,Hilda Poblete,46,santiago,Región Metropolitana de Santiago,Tienda,4,1082008,4328032,544934.0
13159,15-03-2023,1506,Sofía Gutiérrez,35,viña del mar,Región de Valparaíso,Web,4,372589,1490356,544934.0
13161,15-03-2023,4714,Mirta Farías,39,temuco,Región de la Araucanía,App,2,1082456,2164912,544934.0
13164,15-03-2023,3790,Antonia Villalobos,38,valparaíso,Región de Valparaíso,Tienda,3,1031772,3095316,544934.0
13166,15-03-2023,2879,Rosa Guerra,48,valparaíso,Región de Valparaíso,Tienda,1,811099,811099,544934.0
13168,15-03-2023,2054,Francisco Sepúlveda,28,antofagasta,Región de Antofagasta,App,3,618893,1856679,544934.0
13170,15-03-2023,5010,Patricio Sepúlveda,31,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,2,753892,1507784,544934.0
13171,16-03-2023,4746,Mónica Araya,23,valparaíso,Región de Valparaíso,Web,4,160213,640852,544934.0
13172,16-03-2023,5586,Fabián Riquelme,29,santiago,Región Metropolitana de Santiago,Web,2,844134,1688268,544934.0
13174,16-03-2023,563,Patricia Hernández,37,antofagasta,Región de Antofagasta,Web,2,721878,1443756,222734.0
13175,16-03-2023,1393,Elisa Santander,34,santiago,Región Metropolitana de Santiago,App,2,1080130,2160260,544934.0
13176,16-03-2023,57,Juan León,65,valparaíso,Región de Valparaíso,Web,2,1078531,2157062,179643.0
13177,16-03-2023,4866,Johanna Vallejos,33,temuco,Región de la Araucanía,Tienda,3,485924,1457772,544934.0
13178,16-03-2023,2994,Rosa Cortés,19,santiago,Región Metropolitana de Santiago,App,1,943817,943817,544934.0
13179,16-03-2023,3582,Colomba Silva,55,santiago,Región Metropolitana de Santiago,Web,2,1131304,2262608,544934.0
13180,16-03-2023,611,Juan Vera,22,concepción,Región del Biobío,App,3,72511,217533,135381.0
13183,16-03-2023,4609,Isidora Santibáñez,25,valparaíso,Región de Valparaíso,App,2,409183,818366,544934.0
13184,16-03-2023,1590,Oscar Bahamondes,21,concepción,Región del Biobío,Web,1,10969,10969,544934.0
13186,16-03-2023,3575,Abraham Valenzuela,34,valparaíso,Región de Valparaíso,Web,1,314449,314449,544934.0
13187,16-03-2023,2943,Isabel Abarca,40,santiago,Región Metropolitana de Santiago,App,4,601174,2404696,544934.0
13188,16-03-2023,5886,Jonathan Rivera,28,temuco,Región de la Araucanía,App,1,1170900,1170900,544934.0
13189,16-03-2023,1989,Norma Vásquez,27,la serena,Región de Coquimbo,App,2,235970,471940,544934.0
13191,16-03-2023,3620,Martin Ponce,27,valparaíso,Región de Valparaíso,Web,3,911954,2735862,544934.0
13193,16-03-2023,619,Cristian Alvarez,34,rancagua,Región del Libertador General Bernardo O'Higgins,Web,2,26189,52378,825581.0
13194,16-03-2023,1278,Patricio Lizama,32,viña del mar,Región de Valparaíso,Tienda,4,590593,2362372,544934.0
13195,16-03-2023,5300,Nicol Sánchez,35,santiago,Región Metropolitana de Santiago,App,4,410649,1642596,544934.0
13196,16-03-2023,5202,Karina Soto,41,santiago,Región Metropolitana de Santiago,Web,4,122758,491032,544934.0
13199,16-03-2023,3343,José Arroyo,27,concepción,Región del Biobío,App,3,1116080,3348240,544934.0
13201,17-03-2023,503,Herminia Valenzuela,38,santiago,Región Metropolitana de Santiago,App,3,874782,2624346,378575.0
13203,17-03-2023,4945,Lissette Molina,44,santiago,Región Metropolitana de Santiago,Web,1,221883,221883,544934.0
13205,17-03-2023,5877,David Guerrero,34,temuco,Región de la Araucanía,Web,4,595922,2383688,544934.0
13206,17-03-2023,1960,Pascale Aedo,43,santiago,Región Metropolitana de Santiago,App,1,914376,914376,544934.0
13207,17-03-2023,5538,Matías Astudillo,23,valparaíso,Región de Valparaíso,Web,4,843977,3375908,544934.0
13208,17-03-2023,4127,Juana Avendaño,49,santiago,Región Metropolitana de Santiago,Tienda,1,320606,320606,544934.0
13209,17-03-2023,5757,Michael Carrasco,33,valparaíso,Región de Valparaíso,Web,3,747672,2243016,544934.0
13211,17-03-2023,5795,Freddy Muñoz,23,talca,Región del Maule,Web,4,146358,585432,544934.0
13212,17-03-2023,3404,Alonso Núñez,43,talca,Región del Maule,Tienda,1,246014,246014,544934.0
13213,17-03-2023,5952,Alfredo Gómez,34,santiago,Región Metropolitana de Santiago,App,4,26133,104532,544934.0
13214,17-03-2023,4391,Marcela Cortés,29,antofagasta,Región de Antofagasta,App,3,1026282,3078846,544934.0
13216,17-03-2023,5230,Jorge Herrera,34,concepción,Región del Biobío,App,4,318171,1272684,544934.0
13217,17-03-2023,4003,Sebastián Pérez,31,rancagua,Región del Libertador General Bernardo O'Higgins,Web,2,1092019,2184038,544934.0
13219,17-03-2023,3121,Cecilia Valenzuela,55,la serena,Región de Coquimbo,Tienda,4,102734,410936,544934.0
13220,17-03-2023,2213,Luis Correa,20,antofagasta,Región de Antofagasta,App,1,616034,616034,544934.0
13221,17-03-2023,3650,Andrés Barriga,35,santiago,Región Metropolitana de Santiago,Tienda,2,791570,1583140,544934.0
13223,17-03-2023,2303,Pablo Norambuena,52,rancagua,Región del Libertador General Bernardo O'Higgins,Web,4,264918,1059672,544934.0
13224,17-03-2023,375,Bastián Ramos,42,concepción,Región del Biobío,Tienda,2,788968,1577936,164070.0
13225,17-03-2023,1704,Germán Méndez,29,viña del mar,Región de Valparaíso,Web,4,409850,1639400,544934.0
13226,17-03-2023,2021,Alejandro Navarro,34,concepción,Región del Biobío,Tienda,3,113822,341466,544934.0
13228,17-03-2023,895,Mabel Venegas,27,santiago,Región Metropolitana de Santiago,Web,1,300111,300111,701277.0
13230,17-03-2023,485,María Astorga,31,santiago,Región Metropolitana de Santiago,Tienda,4,486209,1944836,625883.0
13231,18-03-2023,3276,Cristian Cruz,27,valparaíso,Región de Valparaíso,Web,3,803109,2409327,544934.0
13234,18-03-2023,138,Joaquín Godoy,50,temuco,Región de la Araucanía,Tienda,3,557351,1672053,732717.0
13235,18-03-2023,788,Lorenzo González,34,concepción,Región del Biobío,Tienda,4,57604,230416,460766.0
13236,18-03-2023,5628,Patricio Vera,37,santiago,Región Metropolitana de Santiago,Web,1,174390,174390,544934.0
13237,18-03-2023,1557,Patricia Arce,40,viña del mar,Región de Valparaíso,Tienda,2,595225,1190450,544934.0
13239,18-03-2023,2605,Agustina Flores,52,rancagua,Región del Libertador General Bernardo O'Higgins,Tienda,3,1115895,3347685,544934.0
13240,18-03-2023,2647,Daniela Cárdenas,29,concepción,Región del Biobío,App,3,1118383,3355149,544934.0
13242,18-03-2023,666,Frank Torres,18,valparaíso,Región de Valparaíso,App,3,636398,1909194,237573.0
13243,18-03-2023,5332,Fernando Castro,34,santiago,Región Metropolitana de Santiago,App,2,829083,1658166,544934.0
13245,18-03-2023,3943,Luis Vásquez,70,santiago,Región Metropolitana de Santiago,Tienda,2,547475,1094950,544934.0
13246,18-03-2023,4862,Cecilia Solís,33,santiago,Región Metropolitana de Santiago,Tienda,4,927775,3711100,544934.0
13247,18-03-2023,640,María Padilla,61,viña del mar,Región de Valparaíso,Web,4,985306,3941224,439556.0
13248,18-03-2023,956,David Ortiz,61,santiago,Región Metropolitana de Santiago,Web,3,926601,2779803,444825.0
13249,18-03-2023,1678,Alicia Sánchez,50,talca,Región del Maule,Tienda,3,633995,1901985,544934.0
13250,18-03-2023,5909,Constanza García,56,la serena,Región de Coquimbo,Tienda,4,228261,913044,544934.0
13252,18-03-2023,1559,Rafael Cerda,46,santiago,Región Metropolitana de Santiago,Web,3,939902,2819706,544934.0
13253,18-03-2023,1157,Mario Flores,37,santiago,Región Metropolitana de Santiago,Tienda,3,1060122,3180366,544934.0
13254,18-03-2023,1267,Alfonso Burgos,25,concepción,Región del Biobío,Web,4,1118937,4475748,544934.0
13256,18-03-2023,5235,Bernardita Pincheira,19,santiago,Región Metropolitana de Santiago,Web,1,708479,708479,544934.0
13260,18-03-2023,560,Ana Torres,18,temuco,Región de la Araucanía,Tienda,3,46446,139338,658279.0
13262,19-03-2023,456,Gumercindo Peña,19,santiago,Región Metropolitana de Santiago,App,2,250959,501918,543363.0
13266,19-03-2023,2753,Eduardo Sepúlveda,34,antofagasta,Región de Antofagasta,App,2,419106,838212,544934.0
13267,19-03-2023,2885,Eusebio Leiva,19,santiago,Región Metropolitana de Santiago,Web,1,669339,669339,544934.0
13268,19-03-2023,3357,Adelina Rocha,40,valparaíso,Región de Valparaíso,App,2,671766,1343532,544934.0
13270,19-03-2023,4693,Javier Vargas,33,concepción,Región del Biobío,Tienda,2,1123892,2247784,544934.0
13272,19-03-2023,3227,Melissa González,79,santiago,Región Metropolitana de Santiago,Web,4,672789,2691156,544934.0
13273,19-03-2023,1180,Constanza Andrade,32,santiago,Región Metropolitana de Santiago,Tienda,1,683584,683584,544934.0
13275,19-03-2023,5903,Rodrigo Véliz,33,temuco,Región de la Araucanía,Web,3,122371,367113,544934.0
13276,19-03-2023,2949,Esperanza Cid,18,talca,Región del Maule,Tienda,3,1082869,3248607,544934.0
13277,19-03-2023,1487,Marisol Medina,52,santiago,Región Metropolitana de Santiago,Tienda,2,854300,1708600,544934.0
13278,19-03-2023,5508,Robinson Brito,27,puerto montt,Región de los Lagos,Tienda,3,941168,2823504,544934.0
13284,19-03-2023,1400,Josefina Novoa,23,valparaíso,Región de Valparaíso,App,4,1023437,4093748,544934.0
13287,19-03-2023,1642,Antonio Castillo,61,concepción,Región del Biobío,Tienda,3,700273,2100819,544934.0
13288,19-03-2023,5947,Daniela Arellano,23,santiago,Región Metropolitana de Santiago,Web,4,175341,701364,544934.0
13291,20-03-2023,3227,Melissa González,79,santiago,Región Metropolitana de Santiago,Tienda,4,715482,2861928,544934.0
13292,20-03-2023,1909,Ximena Matamala,34,santiago,Región Metropolitana de Santiago,Web,4,970481,3881924,544934.0
13293,20-03-2023,1746,Henry Moraga,41,santiago,Región Metropolitana de Santiago,Web,2,692689,1385378,544934.0
13294,20-03-2023,1345,Luis Moraga,22,santiago,Región Metropolitana de Santiago,App,3,741092,2223276,544934.0
13298,20-03-2023,5410,Nataly Arce,35,temuco,Región de la Araucanía,Tienda,1,1190921,1190921,544934.0
13299,20-03-2023,4879,Cristian Fernández,44,santiago,Región Metropolitana de Santiago,Web,1,52237,52237,544934.0
13300,20-03-2023,4951,Cristian Riquelme,44,temuco,Región de la Araucanía,Web,2,655568,1311136,544934.0
13301,20-03-2023,2000,Celeste Ibacache,34,santiago,Región Metropolitana de Santiago,Tienda,3,693157,2079471,544934.0
13302,20-03-2023,858,Elisa Ortega,41,antofagasta,Región de Antofagasta,Web,2,335592,671184,524860.0
13305,20-03-2023,4322,Cristina Faúndez,39,viña del mar,Región de Valparaíso,Tienda,1,401051,401051,544934.0
13306,20-03-2023,3168,Orfelina San Martín,34,santiago,Región Metropolitana de Santiago,Web,4,509912,2039648,544934.0
13309,20-03-2023,2086,Felipe Marín,19,santiago,Región Metropolitana de Santiago,Web,4,506643,2026572,544934.0
13311,20-03-2023,5592,Luis Candia,32,talca,Región del Maule,Web,1,112238,112238,544934.0
13313,20-03-2023,1585,Martina Díaz,54,concepción,Región del Biobío,Web,3,47105,141315,544934.0
13316,20-03-2023,5603,Bárbara Muñoz,29,santiago,Región Metropolitana de Santiago,App,3,649781,1949343,544934.0
13322,21-03-2023,665,Rosa Lagos,34,puerto montt,Región de los Lagos,App,3,957043,2871129,191604.0
13325,21-03-2023,508,Sebastián Bravo,35,santiago,Región Metropolitana de Santiago,Tienda,1,569468,569468,840284.0
13328,21-03-2023,1672,Alejandro Cerda,46,santiago,Región Metropolitana de Santiago,App,4,775971,3103884,544934.0
13329,21-03-2023,671,Kevin Orellana,20,concepción,Región del Biobío,App,4,315331,1261324,256036.0
13330,21-03-2023,2878,Bastián Rodríguez,24,santiago,Región Metropolitana de Santiago,Web,4,948042,3792168,544934.0
13331,21-03-2023,3227,Melissa González,79,santiago,Región Metropolitana de Santiago,App,1,706063,706063,544934.0
13332,21-03-2023,2121,Fernanda Díaz,42,santiago,Región Metropolitana de Santiago,Web,1,567433,567433,544934.0
13338,21-03-2023,989,Diana Soto,36,concepción,Región del Biobío,Tienda,4,589680,2358720,321762.0
13339,21-03-2023,5664,Catalina Martínez,24,santiago,Región Metropolitana de Santiago,Web,4,381618,1526472,544934.0
13340,21-03-2023,1386,Bruno Rodríguez,28,antofagasta,Región de Antofagasta,App,1,714039,714039,544934.0
13341,21-03-2023,5188,Guillermo Zambrano,34,santiago,Región Metropolitana de Santiago,Tienda,1,1037007,1037007,544934.0
13342,21-03-2023,3667,María López,27,viña del mar,Región de Valparaíso,App,2,649545,1299090,544934.0
13343,21-03-2023,4533,Regina Olivares,34,la serena,Región de Coquimbo,Tienda,4,544365,2177460,544934.0
13346,21-03-2023,4306,Silvia Cerda,34,santiago,Región Metropolitana de Santiago,App,1,978217,978217,544934.0
13348,21-03-2023,2904,Valentina Valdés,21,santiago,Región Metropolitana de Santiago,App,3,971227,2913681,544934.0
13349,21-03-2023,1047,Sebastián Guajardo,23,concepción,Región del Biobío,App,4,949387,3797548,544934.0
