id_venta,fecha_venta,id_cliente,nombre_cliente,edad,ciudad,region,canal_venta,cantidad,precio_unitario_clp,total_venta_clp,habitantes (2023),monto_compra
9308,07-11-2022,3402,Helen Peña,53.0,santiago,,Tienda,1,451226,451226,,
9309,07-11-2022,2392,Nicole Reyes,49.0,santiago,,Web,4,1051981,4207924,,
9310,07-11-2022,2668,Luis Mellado,24.0,rancagua,,App,3,1058336,3175008,,
9311,07-11-2022,2597,Eduardo Figueroa,26.0,santiago,metropolitana,App,2,700529,1401058,,
9312,07-11-2022,738,José Palma,18.0,viña del mar,,App,2,594908,1189816,,834939.0
9313,07-11-2022,4573,Rosa Escobar,57.0,concepción,biobío,Web,3,1109751,3329253,1 036 142,
9314,07-11-2022,3606,Mirtha Pérez,35.0,santiago,rm,Web,1,212232,212232,,
9315,07-11-2022,5618,Pablo Varas,,santiago,rm,Tienda,1,1087263,1087263,,
9316,07-11-2022,435,José Bahamondes,48.0,antofagasta,antofagasta,App,1,1066711,1066711,441 211,175696.0
9317,07-11-2022,5967,Alejandra Hernández,27.0,santiago,metropolitana,Web,4,1080612,4322448,,
9318,07-11-2022,2857,Raúl Solar,48.0,antofagasta,antofagasta,Web,4,51529,206116,441 211,
9319,07-11-2022,2574,Mario Araneda,52.0,viña del mar,,Web,2,418945,837890,,
9320,07-11-2022,1543,Marco Gutiérrez,52.0,valparaíso,,Tienda,2,916405,1832810,,
9321,07-11-2022,1450,Ricardo Moncada,54.0,santiago,,Web,2,853506,1707012,,
9322,07-11-2022,4517,Camila Rojas,59.0,santiago,region metropolitana,App,3,858649,2575947,,
9323,07-11-2022,5071,Jaime Jara,40.0,santiago,metropolitana,Tienda,1,1167298,1167298,,
9324,07-11-2022,727,Hans García,44.0,puerto montt,los lagos,Tienda,4,142012,568048,328 924,225795.0
9325,07-11-2022,2893,Marta Díaz,40.0,valparaíso,,Tienda,4,228091,912364,,
9326,07-11-2022,2267,Michael Muñoz,,temuco,la araucanía,Tienda,4,426333,1705332,,
9327,07-11-2022,5758,Alejandra Urrutia,75.0,viña del mar,,App,4,116157,464628,,
9328,07-11-2022,5776,Marianela Arellano,47.0,santiago,metropolitana,Tienda,2,523444,1046888,,
9329,07-11-2022,2821,Juan Flores,33.0,rancagua,,App,1,338689,338689,,
9330,07-11-2022,3281,Graciela Castillo,58.0,antofagasta,,Tienda,4,394338,1577352,,
9331,08-11-2022,1850,Javier Astorga,35.0,santiago,metropolitana,Tienda,2,237805,475610,,
9332,08-11-2022,4650,Rosa Gómez,32.0,concepción,,Web,4,485301,1941204,,
9333,08-11-2022,127,Pablo Herrera,51.0,talca,,Web,2,610799,1221598,,836213.0
9334,08-11-2022,3359,Francisco Pino,32.0,valparaíso,,Tienda,2,583310,1166620,,
9335,08-11-2022,210,Francisca Salinas,36.0,santiago,,App,3,1035871,3107613,,244727.0
9336,08-11-2022,5409,Esther Aguilera,,rancagua,o'higgins,Web,1,982289,982289,335 932,
9337,08-11-2022,522,Fernanda Jiménez,33.0,santiago,region metropolitana,Tienda,4,107425,429700,,442802.0
9338,08-11-2022,4699,Daniela Fuentes,,la serena,coquimbo,Tienda,1,960979,960979,534 239,
9339,08-11-2022,1596,Rosa Altamirano,,talca,maule,Web,4,1012461,4049844,307 931,
9340,08-11-2022,2952,Patricia Vergara,45.0,santiago,rm,Tienda,4,1040349,4161396,,
9341,08-11-2022,5556,Paola Barra,18.0,viña del mar,,Web,1,790692,790692,,
9342,08-11-2022,5338,Ramón Barra,34.0,viña del mar,,App,3,131220,393660,,
9343,08-11-2022,5196,Sofía Ojeda,45.0,viña del mar,valparaiso,Tienda,1,596082,596082,,
9344,08-11-2022,3789,Cecilia Barra,44.0,la serena,,Web,3,551452,1654356,,
9345,08-11-2022,5248,Amelia Ramos,24.0,puerto montt,,Web,2,180647,361294,,
9346,08-11-2022,2556,Rolando Álvarez,27.0,viña del mar,,Tienda,3,1037835,3113505,,
9347,08-11-2022,5196,Sofía Ojeda,45.0,viña del mar,valparaiso,App,3,648469,1945407,,
9348,08-11-2022,847,Pablo Riquelme,28.0,santiago,,Web,2,283504,567008,,176815.0
9349,08-11-2022,4618,Cristopher Martínez,48.0,talca,,Web,3,379061,1137183,,
9350,08-11-2022,2263,Dante Parra,25.0,santiago,metropolitana,App,3,269226,807678,,
9351,08-11-2022,4266,Lorena Reyes,35.0,valparaíso,valparaíso,Tienda,1,948420,948420,954 253,
9352,08-11-2022,248,Juana González,,viña del mar,valparaiso,Tienda,2,904515,1809030,,969989.0
9353,08-11-2022,2837,Sandra Muñoz,30.0,concepción,biobío,Web,1,26514,26514,1 036 142,
9354,08-11-2022,5981,Felipe Fernández,44.0,valparaíso,,Tienda,2,282546,565092,,
9355,08-11-2022,3497,Marcela Tapia,,concepción,,Tienda,4,577456,2309824,,
9356,08-11-2022,2801,Nieves Cárdenas,23.0,temuco,la araucanía,Web,3,818928,2456784,,
9357,08-11-2022,4601,Bernarda Díaz,49.0,concepción,,Web,1,785440,785440,,
9358,08-11-2022,1295,Luis González,46.0,concepción,biobío,App,4,771647,3086588,1 036 142,
9359,08-11-2022,5739,Blas Arteaga,30.0,rancagua,o'higgins,App,4,1125089,4500356,335 932,
9360,08-11-2022,3305,Isabel Catalán,21.0,santiago,rm,Web,3,1093248,3279744,,
9361,09-11-2022,5341,Paola Vásquez,,valparaíso,valparaíso,App,2,98833,197666,954 253,
9362,09-11-2022,3581,John Cabrera,33.0,santiago,rm,Web,4,582126,2328504,,
9363,09-11-2022,5772,Gabriela Pacheco,33.0,viña del mar,,Web,2,753040,1506080,,
9364,09-11-2022,5056,Sebastián Díaz,58.0,concepción,bio bio,App,4,390504,1562016,,
9365,09-11-2022,3801,Juan Morales,27.0,antofagasta,,App,1,698756,698756,,
9366,09-11-2022,4417,Luis Guzmán,58.0,valparaíso,,Tienda,3,973497,2920491,,
9367,09-11-2022,2104,Tabita Flores,26.0,temuco,,App,1,435637,435637,,
9368,09-11-2022,265,María Casanova,32.0,concepción,,Web,1,123375,123375,,889636.0
9369,09-11-2022,931,María Parra,52.0,rancagua,o'higgins,Tienda,1,251552,251552,335 932,225420.0
9370,09-11-2022,3412,Javier Toloza,63.0,concepción,bio bio,Tienda,1,488503,488503,,
9371,09-11-2022,5414,Nilda Rubio,64.0,la serena,,App,4,27109,108436,,
9372,09-11-2022,3163,María Chávez,35.0,rancagua,o'higgins,Web,2,326977,653954,335 932,
9373,09-11-2022,1164,Gabriel Segura,76.0,santiago,metropolitana,Tienda,2,274495,548990,,
9374,09-11-2022,4734,Marta Ruiz,36.0,santiago,metropolitana,App,3,504458,1513374,,
9375,09-11-2022,5041,Joaquín Uribe,24.0,viña del mar,valparaiso,App,1,746446,746446,,
9376,09-11-2022,870,Gabriel Jerez,55.0,viña del mar,valparaiso,Web,2,1129064,2258128,,951504.0
9377,09-11-2022,3042,Cristian González,34.0,rancagua,,Web,3,86996,260988,,
9378,09-11-2022,5162,Mirna Guzmán,63.0,temuco,la araucanía,Web,2,563601,1127202,,
9379,09-11-2022,274,Josefina Miranda,56.0,santiago,rm,App,1,650484,650484,,921916.0
9380,09-11-2022,2174,Javiera Guerrero,25.0,talca,,App,4,664515,2658060,,
9381,09-11-2022,1990,Amalia Leyton,23.0,santiago,region metropolitana,App,2,789340,1578680,,
9382,09-11-2022,5342,Luis Márquez,24.0,valparaíso,,App,3,1032543,3097629,,
9383,09-11-2022,23,Bruno Urbina,42.0,talca,maule,Web,4,833997,3335988,307 931,362930.0
9384,09-11-2022,1680,Liliana Suazo,18.0,santiago,metropolitana,Tienda,1,780018,780018,,
9385,09-11-2022,4815,Miguel Rubilar,44.0,santiago,,Tienda,3,195839,587517,,
9386,09-11-2022,2624,María Aguirre,37.0,valparaíso,,Web,2,49864,99728,,
9387,09-11-2022,4670,Paulina Vargas,42.0,talca,maule,Tienda,4,66655,266620,307 931,
9388,09-11-2022,2771,Deisy Ramírez,,concepción,biobío,Web,3,169736,509208,1 036 142,
9389,09-11-2022,4700,Francisca Castro,,viña del mar,,Tienda,2,1106171,2212342,,
9390,09-11-2022,1297,Matías Ruz,39.0,concepción,biobío,Web,3,736979,2210937,1 036 142,
9391,10-11-2022,3955,Juana Campos,40.0,santiago,rm,Web,3,930188,2790564,,
9392,10-11-2022,4739,Jessica Valdivia,39.0,antofagasta,antofagasta,Web,1,201922,201922,441 211,
9393,10-11-2022,215,Marcela Montero,73.0,la serena,,Web,3,428878,1286634,,740961.0
9394,10-11-2022,495,Martina Castro,20.0,puerto montt,,App,4,1144901,4579604,,517329.0
9395,10-11-2022,4546,Natalia Muñoz,59.0,antofagasta,antofagasta,Tienda,4,611556,2446224,441 211,
9396,10-11-2022,5081,Leticia Jorquera,30.0,santiago,metropolitana,Web,2,835187,1670374,,
9397,10-11-2022,3528,Karina León,26.0,santiago,,App,4,250710,1002840,,
9398,10-11-2022,5944,Francisca Aguilera,29.0,concepción,,App,1,757178,757178,,
9399,10-11-2022,3860,Germán Zúñiga,19.0,santiago,rm,Tienda,4,259413,1037652,,
9400,10-11-2022,1163,Yasna Pérez,46.0,santiago,rm,Tienda,2,1026098,2052196,,
9401,10-11-2022,4014,Roxana Ahumada,45.0,santiago,region metropolitana,Tienda,1,1191028,1191028,,
9402,10-11-2022,1383,María Cisternas,45.0,santiago,rm,App,3,899416,2698248,,
9403,10-11-2022,2477,Michelle Fernández,,temuco,,Web,3,192022,576066,,
9404,10-11-2022,3141,Valentín Vega,,santiago,,Tienda,2,170871,341742,,
9405,10-11-2022,5063,Fernanda Valdés,,santiago,rm,App,1,1037310,1037310,,
9406,10-11-2022,1625,Rosario González,21.0,santiago,metropolitana,App,4,495414,1981656,,
9407,10-11-2022,1707,Hugo Gajardo,43.0,concepción,biobío,Web,3,532437,1597311,1 036 142,
9408,10-11-2022,1592,Jorge Díaz,24.0,santiago,,App,1,362702,362702,,
9409,10-11-2022,5730,Cristóbal Cortés,41.0,antofagasta,,App,1,137662,137662,,
9410,10-11-2022,2635,Mercedes Salazar,19.0,antofagasta,,App,1,30261,30261,,
9411,10-11-2022,1414,Juan Sánchez,28.0,santiago,,Web,1,531078,531078,,
9412,10-11-2022,1935,Rubén Riquelme,46.0,la serena,,App,3,1157450,3472350,,
9413,10-11-2022,3896,Piero Andrade,,santiago,metropolitana,Tienda,1,249817,249817,,
9414,10-11-2022,3479,Nilda Quiroz,23.0,valparaíso,valparaíso,App,1,718113,718113,954 253,
9415,10-11-2022,4830,Katia Suárez,28.0,viña del mar,valparaiso,Web,1,1092058,1092058,,
9416,10-11-2022,3689,Valentina Soto,41.0,la serena,coquimbo,Tienda,4,638638,2554552,534 239,
9417,10-11-2022,2733,Juan Catalán,26.0,santiago,,App,3,1129459,3388377,,
9418,10-11-2022,3756,Gabriel Guerrero,21.0,santiago,metropolitana,Tienda,2,968650,1937300,,
9419,10-11-2022,5567,Rodrigo Inostroza,31.0,santiago,region metropolitana,Web,4,1134734,4538936,,
9420,10-11-2022,3294,Anahí Pavez,18.0,valparaíso,,App,3,815051,2445153,,
9421,11-11-2022,524,Jorge Navarrete,25.0,valparaíso,valparaíso,App,1,1135264,1135264,954 253,857907.0
9422,11-11-2022,2864,Gerardo Sepúlveda,27.0,santiago,region metropolitana,Web,4,975119,3900476,,
9423,11-11-2022,3871,Mario Muñoz,34.0,concepción,,Tienda,4,13750,55000,,
9424,11-11-2022,5346,Gabriel Sepúlveda,47.0,viña del mar,,Tienda,3,1163592,3490776,,
9425,11-11-2022,5113,Evelin Reyes,28.0,santiago,rm,App,2,898933,1797866,,
9426,11-11-2022,4969,Enriqueta Carvajal,27.0,santiago,rm,Tienda,3,782473,2347419,,
9427,11-11-2022,1887,Clemente Vargas,80.0,santiago,metropolitana,Web,4,970494,3881976,,
9428,11-11-2022,3380,Carolina León,41.0,talca,,Tienda,4,599031,2396124,,
9429,11-11-2022,1480,Cesar Venegas,30.0,santiago,,Tienda,3,888358,2665074,,
9430,11-11-2022,914,Trinidad Durán,25.0,talca,,Web,1,471685,471685,,468470.0
9431,11-11-2022,1202,Claudio Opazo,,valparaíso,,Tienda,1,495625,495625,,
9432,11-11-2022,5074,Jorge Monsalve,79.0,viña del mar,,App,1,60965,60965,,
9433,11-11-2022,5732,Javier Riveros,34.0,rancagua,,Tienda,4,780384,3121536,,
9434,11-11-2022,4367,María Sandoval,42.0,concepción,biobío,Tienda,2,384928,769856,1 036 142,
9435,11-11-2022,4954,Violeta Retamal,55.0,santiago,,Tienda,3,115897,347691,,
9436,11-11-2022,1100,Franco Rojas,44.0,santiago,metropolitana,Tienda,4,567944,2271776,,
9437,11-11-2022,2340,Enrique Cruces,,santiago,region metropolitana,Tienda,1,1064935,1064935,,
9438,11-11-2022,4320,Leonor Cifuentes,41.0,temuco,,Tienda,3,841612,2524836,,
9439,11-11-2022,3646,Jorge Carrasco,33.0,puerto montt,los lagos,Web,4,502493,2009972,328 924,
9440,11-11-2022,172,Gabriel Andrade,40.0,santiago,rm,Web,3,20271,60813,,114929.0
9441,11-11-2022,3342,Gabriel Arévalo,56.0,santiago,,Tienda,3,245596,736788,,
9442,11-11-2022,158,Jonathan López,,temuco,,Web,4,362715,1450860,,785458.0
9443,11-11-2022,1354,Claudio Tobar,50.0,santiago,region metropolitana,Tienda,4,894033,3576132,,
9444,11-11-2022,1918,Jean Villarroel,30.0,talca,maule,Tienda,4,1096482,4385928,307 931,
9445,11-11-2022,1760,Marcelo Molina,27.0,la serena,coquimbo,Tienda,3,165621,496863,534 239,
9446,11-11-2022,3729,Pamela Castillo,51.0,puerto montt,los lagos,Web,3,464617,1393851,328 924,
9447,11-11-2022,3181,Christian Román,37.0,valparaíso,valparaíso,Tienda,2,979393,1958786,954 253,
9448,11-11-2022,4350,Ivonne Flores,49.0,la serena,coquimbo,Tienda,1,1119835,1119835,534 239,
9449,11-11-2022,5798,Maximiliano Castro,41.0,talca,maule,Web,2,310278,620556,307 931,
9450,11-11-2022,5073,Patricia García,42.0,concepción,,App,1,29964,29964,,
9451,12-11-2022,995,Juan Vidal,24.0,viña del mar,,App,3,1094707,3284121,,424877.0
9452,12-11-2022,1869,Matías Fuentes,30.0,rancagua,,Web,3,910182,2730546,,
9453,12-11-2022,2226,Mario Ponce,,santiago,,Web,1,951299,951299,,
9454,12-11-2022,4155,Paula Arce,36.0,santiago,rm,Tienda,4,702884,2811536,,
9455,12-11-2022,1375,Miguel Reyes,65.0,talca,,Web,3,473551,1420653,,
9456,12-11-2022,1703,Carlos Jaque,47.0,concepción,biobío,Tienda,2,757625,1515250,1 036 142,
9457,12-11-2022,5299,Juan Rojas,43.0,talca,,Tienda,3,342455,1027365,,
9458,12-11-2022,5854,María Rivas,20.0,viña del mar,valparaiso,Tienda,1,791245,791245,,
9459,12-11-2022,5442,Elizabeth Briceño,19.0,la serena,,Web,1,342511,342511,,
9460,12-11-2022,4440,Julián Flores,,talca,maule,Web,3,936071,2808213,307 931,
9461,12-11-2022,4833,Ana Olivares,29.0,antofagasta,antofagasta,Web,1,364558,364558,441 211,
9462,12-11-2022,3290,Maite González,23.0,valparaíso,,Web,1,363628,363628,,
9463,12-11-2022,1326,Luis Yáñez,23.0,viña del mar,valparaiso,App,1,1046988,1046988,,
9464,12-11-2022,285,Eliana Rivera,38.0,santiago,region metropolitana,Web,1,855650,855650,,620452.0
9465,12-11-2022,2070,Hugo Órdenes,44.0,talca,,Web,1,1149234,1149234,,
9466,12-11-2022,5475,Daniela Abarca,44.0,santiago,region metropolitana,Tienda,2,268549,537098,,
9467,12-11-2022,2331,Benjamín Valenzuela,,valparaíso,valparaíso,Web,4,1023939,4095756,954 253,
9468,12-11-2022,650,Juan Rojas,27.0,rancagua,,Web,3,311873,935619,,548598.0
9469,12-11-2022,3140,Vania Pereira,53.0,santiago,region metropolitana,Tienda,1,1156880,1156880,,
9470,12-11-2022,3251,Luis Toro,41.0,santiago,region metropolitana,Tienda,2,413154,826308,,
9471,12-11-2022,3028,Raúl Vergara,,temuco,,Tienda,1,179948,179948,,
9472,12-11-2022,2775,Jessica Pérez,42.0,santiago,metropolitana,Tienda,2,399678,799356,,
9473,12-11-2022,3282,María Correa,46.0,santiago,metropolitana,Web,3,1165237,3495711,,
9474,12-11-2022,1648,Elizabeth Vergara,49.0,viña del mar,,App,3,242539,727617,,
9475,12-11-2022,743,Fabiola Román,37.0,la serena,,Web,4,947645,3790580,,772848.0
9476,12-11-2022,3246,Darwin Ortiz,26.0,santiago,metropolitana,App,2,1055860,2111720,,
9477,12-11-2022,5828,Axel Ríos,53.0,antofagasta,,Tienda,4,1025061,4100244,,
9478,12-11-2022,2874,Norma Mercado,34.0,antofagasta,,Tienda,3,477248,1431744,,
9479,12-11-2022,3107,Sara Álvarez,39.0,antofagasta,,Tienda,4,88691,354764,,
9480,12-11-2022,3928,Anaís Vera,25.0,antofagasta,antofagasta,Tienda,4,896572,3586288,441 211,
9481,13-11-2022,2045,Héctor Fernández,38.0,antofagasta,,App,4,245500,982000,,
9482,13-11-2022,5821,Catalina Córdova,27.0,concepción,biobío,App,1,1049961,1049961,1 036 142,
9483,13-11-2022,3665,Carolina Vergara,35.0,temuco,,Web,4,16110,64440,,
9484,13-11-2022,1707,Hugo Gajardo,43.0,concepción,biobío,Tienda,4,1142525,4570100,1 036 142,
9485,13-11-2022,3497,Marcela Tapia,,concepción,,Tienda,3,645509,1936527,,
9486,13-11-2022,3505,María Aranda,47.0,santiago,,Tienda,1,289493,289493,,
9487,13-11-2022,5583,Marta Avilés,46.0,santiago,metropolitana,Web,2,213938,427876,,
9488,13-11-2022,461,Claudio Díaz,75.0,temuco,,Tienda,3,1086170,3258510,,205774.0
9489,13-11-2022,4304,Juan Molina,77.0,viña del mar,,Web,1,332667,332667,,
9490,13-11-2022,987,Ingrid Jara,27.0,rancagua,o'higgins,App,1,1046597,1046597,335 932,719562.0
9491,13-11-2022,5594,Cecilia Rojas,25.0,valparaíso,valparaíso,App,4,651632,2606528,954 253,
9492,13-11-2022,1600,Eduardo Alfaro,33.0,santiago,,Web,4,23471,93884,,
9493,13-11-2022,449,Mauricio González,38.0,santiago,,App,2,774233,1548466,,438634.0
9494,13-11-2022,4890,Carmen Aguilera,30.0,rancagua,o'higgins,Tienda,2,1097952,2195904,335 932,
9495,13-11-2022,5496,Juan Romero,55.0,antofagasta,,Tienda,3,681415,2044245,,
9496,13-11-2022,1761,Carmen Aránguiz,30.0,rancagua,o'higgins,Web,1,971018,971018,335 932,
9497,13-11-2022,2988,Ana Bravo,,valparaíso,valparaíso,Tienda,4,700666,2802664,954 253,
9498,13-11-2022,3642,Esteban Arias,33.0,temuco,,Web,3,217574,652722,,
9499,13-11-2022,3471,María Varela,,temuco,,Tienda,4,856955,3427820,,
9500,13-11-2022,2790,Luis Riquelme,45.0,santiago,metropolitana,Tienda,4,130490,521960,,
9501,13-11-2022,5248,Amelia Ramos,24.0,puerto montt,,Web,2,827566,1655132,,
9502,13-11-2022,405,Silvia Fuenzalida,18.0,antofagasta,antofagasta,Web,2,467439,934878,441 211,388045.0
9503,13-11-2022,4351,Iván Herrera,,temuco,la araucanía,App,2,992245,1984490,,
9504,13-11-2022,3983,Jorge Ortega,27.0,la serena,,Web,4,21948,87792,,
9505,13-11-2022,5939,Claudio Muñoz,26.0,santiago,rm,App,1,716465,716465,,
9506,13-11-2022,651,Carolina San Martín,20.0,santiago,rm,Web,3,804587,2413761,,178228.0
9507,13-11-2022,5608,José Inostroza,,concepción,,Web,2,1117863,2235726,,
9508,13-11-2022,1576,María San Martín,24.0,santiago,region metropolitana,Web,2,385149,770298,,
9509,13-11-2022,2091,Olga Alarcón,32.0,concepción,,Web,1,555832,555832,,
9510,13-11-2022,4532,Alejandro Concha,54.0,santiago,,Web,3,852163,2556489,,
9511,14-11-2022,2749,Ana Silva,18.0,santiago,,Web,3,236776,710328,,
9512,14-11-2022,5295,Roberto Canales,27.0,viña del mar,,App,4,642660,2570640,,
9513,14-11-2022,278,Carolina Arenas,20.0,valparaíso,valparaíso,App,3,445463,1336389,954 253,684968.0
9514,14-11-2022,4464,Humberto González,32.0,temuco,,Tienda,2,59863,119726,,
9515,14-11-2022,81,Carmen Sepúlveda,30.0,temuco,la araucanía,App,3,900395,2701185,,876793.0
9516,14-11-2022,4305,Diego Badilla,50.0,santiago,region metropolitana,Web,3,714418,2143254,,
9517,14-11-2022,2660,Sandra Muñoz,57.0,concepción,bio bio,Tienda,3,1132660,3397980,,
9518,14-11-2022,4144,Julián Ojeda,45.0,concepción,bio bio,Tienda,3,540725,1622175,,
9519,14-11-2022,2385,Sara Castro,18.0,la serena,,Web,1,63094,63094,,
9520,14-11-2022,3900,Daniel Pino,33.0,viña del mar,,Web,3,1198991,3596973,,
9521,14-11-2022,4747,Héctor Salgado,50.0,santiago,,Tienda,3,219104,657312,,
9522,14-11-2022,2436,Martha Araya,40.0,santiago,metropolitana,Web,4,659721,2638884,,
9523,14-11-2022,1421,Eliana Oñate,33.0,santiago,metropolitana,Tienda,3,166612,499836,,
9524,14-11-2022,1962,David Parra,33.0,santiago,,Tienda,2,984957,1969914,,
9525,14-11-2022,5735,Vicente Pino,58.0,valparaíso,,Web,3,1106814,3320442,,
9526,14-11-2022,2650,Franco Rojas,40.0,antofagasta,,Tienda,2,969201,1938402,,
9527,14-11-2022,530,Lidia Yáñez,36.0,concepción,bio bio,Web,2,912734,1825468,,878250.0
9528,14-11-2022,4138,Gladys Campos,34.0,antofagasta,antofagasta,Tienda,2,671567,1343134,441 211,
9529,14-11-2022,3930,Nicole Espinosa,28.0,santiago,metropolitana,Web,1,735775,735775,,
9530,14-11-2022,4991,Gladys Mansilla,39.0,santiago,,Tienda,3,1171687,3515061,,
9531,14-11-2022,5037,Joaquín Rosales,24.0,santiago,region metropolitana,App,2,1008104,2016208,,
9532,14-11-2022,3719,Adriana Vásquez,48.0,la serena,,Tienda,1,74396,74396,,
9533,14-11-2022,2291,José Flores,39.0,concepción,,App,4,469160,1876640,,
9534,14-11-2022,3291,Benjamín Soto,25.0,concepción,bio bio,Web,2,312730,625460,,
9535,14-11-2022,935,Paulina Gallegos,54.0,concepción,bio bio,Tienda,2,757579,1515158,,254511.0
9536,14-11-2022,3591,María Morales,57.0,talca,,Web,4,676860,2707440,,
9537,14-11-2022,4914,Jaime Silva,23.0,santiago,region metropolitana,Web,4,348384,1393536,,
9538,14-11-2022,5263,José Muñoz,47.0,viña del mar,,App,2,667814,1335628,,
9539,14-11-2022,171,Martín Silva,45.0,valparaíso,,Web,1,929379,929379,,709808.0
9540,14-11-2022,3676,Sophia Soto,35.0,santiago,,App,1,817479,817479,,
9541,15-11-2022,3606,Mirtha Pérez,35.0,santiago,rm,Web,3,361700,1085100,,
9542,15-11-2022,78,Lidia Valdivia,32.0,santiago,,Web,1,125560,125560,,166640.0
9543,15-11-2022,3090,Laura Pérez,,santiago,region metropolitana,Tienda,1,998679,998679,,
9544,15-11-2022,4628,Sonia Vega,45.0,temuco,la araucanía,App,4,847123,3388492,,
9545,15-11-2022,113,Jenny Muñoz,64.0,santiago,,App,1,81874,81874,,936728.0
9546,15-11-2022,288,Pascal Montecinos,26.0,temuco,,App,1,950515,950515,,588380.0
9547,15-11-2022,5074,Jorge Monsalve,79.0,viña del mar,,Web,2,581067,1162134,,
9548,15-11-2022,2254,Alejandro Fernández,58.0,la serena,coquimbo,Tienda,2,434047,868094,534 239,
9549,15-11-2022,2220,Mía Rodríguez,25.0,talca,maule,App,2,54520,109040,307 931,
9550,15-11-2022,4227,Ricardo Ruiz,64.0,temuco,la araucanía,Tienda,2,816573,1633146,,
9551,15-11-2022,458,Judith Bravo,,santiago,,App,1,883917,883917,,521795.0
9552,15-11-2022,887,Cecilia Jiménez,50.0,concepción,,Web,3,210524,631572,,687471.0
9553,15-11-2022,4707,Constanza Chávez,39.0,antofagasta,,Tienda,4,369152,1476608,,
9554,15-11-2022,1135,Juan Melo,52.0,puerto montt,los lagos,Tienda,3,260354,781062,328 924,
9555,15-11-2022,5112,María Hidalgo,25.0,rancagua,,App,2,1068253,2136506,,
9556,15-11-2022,3479,Nilda Quiroz,23.0,valparaíso,valparaíso,Web,1,425937,425937,954 253,
9557,15-11-2022,3265,Luis Arriagada,34.0,santiago,region metropolitana,App,3,388124,1164372,,
9558,15-11-2022,1554,Marie Villegas,41.0,santiago,rm,Web,3,786929,2360787,,
9559,15-11-2022,1602,Hernán Hurtado,38.0,concepción,,Web,3,121778,365334,,
9560,15-11-2022,2077,María Urbina,25.0,valparaíso,,App,4,744924,2979696,,
9561,15-11-2022,4890,Carmen Aguilera,30.0,rancagua,o'higgins,App,2,442204,884408,335 932,
9562,15-11-2022,3565,Denise Carrillo,50.0,concepción,biobío,Tienda,2,45313,90626,1 036 142,
9563,15-11-2022,4070,Rosa Morales,35.0,temuco,,Web,1,1144059,1144059,,
9564,15-11-2022,3312,Trinidad Fuentealba,42.0,concepción,bio bio,Tienda,3,1093284,3279852,,
9565,15-11-2022,4340,Natalia Díaz,46.0,talca,,Tienda,1,232073,232073,,
9566,15-11-2022,125,Erick Fernández,20.0,santiago,,Web,1,246065,246065,,305142.0
9567,15-11-2022,2701,Bernarda Barrera,47.0,puerto montt,,Web,1,994563,994563,,
9568,15-11-2022,1895,Ceferino Mora,21.0,santiago,rm,App,2,1080783,2161566,,
9569,15-11-2022,3736,Javiera Labra,19.0,valparaíso,,App,1,978085,978085,,
9570,15-11-2022,2943,Isabel Abarca,40.0,santiago,metropolitana,Web,3,1187786,3563358,,
9571,16-11-2022,5971,Gladys Monsalve,62.0,valparaíso,,Tienda,4,45881,183524,,
9572,16-11-2022,5208,Ana Valdés,23.0,santiago,,App,3,1135148,3405444,,
9573,16-11-2022,5836,Cynthia Gutiérrez,,rancagua,o'higgins,App,2,332575,665150,335 932,
9574,16-11-2022,2668,Luis Mellado,24.0,rancagua,,Web,1,347086,347086,,
9575,16-11-2022,3335,Jessica Márquez,34.0,santiago,region metropolitana,App,2,60363,120726,,
9576,16-11-2022,1774,Claudia Palma,59.0,concepción,,Tienda,1,406851,406851,,
9577,16-11-2022,1911,Evelyn López,42.0,viña del mar,valparaiso,App,1,570459,570459,,
9578,16-11-2022,2100,Facundo Vera,75.0,concepción,,Tienda,4,749277,2997108,,
9579,16-11-2022,2442,Martina Ferreira,41.0,antofagasta,antofagasta,Tienda,2,978794,1957588,441 211,
9580,16-11-2022,5812,Rosa Tello,32.0,santiago,region metropolitana,Tienda,4,463664,1854656,,
9581,16-11-2022,2812,Erica Carvajal,37.0,concepción,bio bio,Web,2,137991,275982,,
9582,16-11-2022,4538,John Valenzuela,35.0,santiago,rm,Tienda,3,31460,94380,,
9583,16-11-2022,4388,Catherine Garrido,28.0,viña del mar,valparaiso,Web,2,964658,1929316,,
9584,16-11-2022,5188,Guillermo Zambrano,,santiago,metropolitana,Web,1,316053,316053,,
9585,16-11-2022,4778,Isidora Peralta,,santiago,,Tienda,4,1139485,4557940,,
9586,16-11-2022,2637,Matilda Mancilla,48.0,valparaíso,,Web,2,320788,641576,,
9587,16-11-2022,63,Guillermo Vargas,,temuco,la araucanía,Web,1,808875,808875,,845864.0
9588,16-11-2022,3494,Emilio Berríos,23.0,santiago,rm,App,4,892063,3568252,,
9589,16-11-2022,4658,Andrés González,,antofagasta,antofagasta,Web,4,289473,1157892,441 211,
9590,16-11-2022,4984,Claudia Fernández,18.0,concepción,bio bio,App,4,1020132,4080528,,
9591,16-11-2022,3695,Trinidad Vera,26.0,santiago,rm,Web,4,1184347,4737388,,
9592,16-11-2022,4063,Joaquín Meza,50.0,santiago,region metropolitana,Web,3,800192,2400576,,
9593,16-11-2022,901,Vicente Toro,19.0,santiago,metropolitana,App,1,115085,115085,,287098.0
